Location,Tags
"Hyderabad/ Secunderabad, Telangana",azuredevopsengin azur kubernet microsoftazur azuredevop devop associ
"Pune, Maharashtra",azurecloudarchitectpun azurepaa architect azurecloud azurelogicapp paa function architectur applic senior
"Noida, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Coimbatore",azurecloudarchitectwithsnowflak cloud dataarchitectur architecturaldesign azuredatafactori datawarehousingconcept azuredevop sme architectur senior
Hyderabad/Secunderabad,azuredatafactorydatalakeengineersqltsql azuredatafactori analyt datalak azuredatabrick tsql data azuredatalak sql associ
Pune,azureengineerdevopspowerbi devop releasemanag script net powerbi paa nosql bi midsenior
Pune,azuretechnicalleadcloudservic powershel cloud datacent iaa sql cloudservic sqlazur technic midsenior
Pune,azuredevopsengineerpowershellservicenow az200 devop powershellscript stack paa script webapplicationfirewal servicenow midsenior
Mumbai,dataengineerazuredatabricksdatalak datalak datawareh manag api datamanag data azuredatabrick machin midsenior
Remote,azuredataengin etl azur sql azuredatafactori data microsoftazur midsenior
Malaysia,azuredevopsengin msazuredatafactori microsoft kubernet devop azuredevop data microsoftazur factori associ
Hybrid - Pune,azuredevopsengin azurelogicapp restapi azuredevop azurestorag logic applic rest api midsenior
Hyderabad/Secunderabad,azuredevopsengin azur kubernet devop azuredevop microsoftazur associ
Pune,netazurearchitect appsupport azurelogicapp manag azurequeu azurestorag comput queue storag senior
"Mumbai, Pune",azuresolutionarchitect microsoft manag leadershipdevelop businessanalysi technologymanag rfp recruit microsoftazur senior
"Hybrid - Kolkata, Pune, Maharashtra, Gurgaon/ Gurugram, Haryana, Chennai, Bangalore/Bengaluru, Delhi / NCR",azuredatabricksclouddevelop databrick pyspark bigdatatechnolog azuredatabrick bigdata develop data azurecloud midsenior
Noida(NSEZ),azurecertifiedadministr azureactivedirectori activedirectori directori certifi azurecertifi administr microsoftazur offic midsenior
"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",azuredevopsengin processdesign webtechnolog testcas seo develop microsoftazur designdevelop azuredevop associ
"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",azuredevelop azurefunct aspnet microsoftazur cicd mvc function sqlazur cd midsenior
"Chennai, Tamil Nadu",azurearchitect azurecloud cloudarchitectur architectur cloud loadbalanc azureautom directori autom execut
"Hybrid - Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",azureadministr azuresolut azureadministr cloudenviron administr microsoftazur cloud environ comput midsenior
Navi Mumbai,seniormanagerassociatedirectorazuredevop azuredevop agil project cd senior terraform cd direct execut
Noida,devopsmanagerazur devop aw openshift microsoftazur manag azur associ
Bangalore/Bengaluru,softwareengineerdtmicrosoftazurecloudplatform microsoft cloud cloudplatform softwar linux monitor healthcar javascript associ
"Temp. WFH - Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",srazuredevelop javabackend azurecloud springboot develop kafka java continuousintegr spring midsenior
"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",seniorclouddevopsengineerazur python linux computersci autom agil autodesk senior scienc associ
Bangalore/Bengaluru,azuredatabricksspecialist deltalakehous datawareh datalak spark azuredatabrick factori azuredatafactori datamodel midsenior
Delhi / NCR(Sultanpur),microsoftazuredevopsengin microsoftazur arm devop terraform microsoftazuredevop puppet cloudinfrastructur powershel associ
"Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",seniorazuredataengin dataanalyt azuredatabrick microsoftazur spark etltool analyt data senior midsenior
"Maddur, Karnataka, Bangalore/Bengaluru",azuredataengin azuredataengin azuredatafactori azuredatalak datalak azuredatabrick data factori sql associ
"Noida, Uttar Pradesh, Pune, Maharashtra, Bangalore/ Bengaluru, Karnataka",azuredataengineermusthavepyspark azuresynaps azuredatafactori pyspark azuredatabrick azuredatabrick data factori databrick midsenior
"Bangalore/ Bengaluru, Karnataka",dataengineerleadazureblr pyspark databrick datafactori datalak scala azuredatabrick spark factori midsenior
Bangalore/Bengaluru,azuredevopsengineerwfo azuredevop wfo devop microsoftazur bigdata data associ
"Hybrid - Madurai, Tamil Nadu, Chennai, Tamil Nadu, Coimbatore, Tamil Nadu",azuredataengineerleadusbasedcompanychennai bigdata databrick azuredatafactori relationaldatabasemanagementsystem spark dbm oracleadf datawareh midsenior
Bangalore/Bengaluru,itssazuredevelop azuredevelop cloud incidentmanag powershel agil microsoft bash problemmanag associ
Temp. WFH - Delhi / NCR,urgentopeningazurecloudengineerproductbasecompanymnc azurepaa terraform azurecloud saa azuredevop devop applic base midsenior
Bangalore/Bengaluru,azurecloudengin azurecloud manag enterprisearchitectur autom agil configur architectur enterpris associ
Bangalore/Bengaluru,azurecloudengin configurationmanag architectur enterprisearchitectur enterpris agil azurecloud gcp infrastructur associ
Bangalore/Bengaluru,offshoreazuredevelop framework offshor manag entiti paa agil entityframework nosql midsenior
Bangalore/Bengaluru,seniorhybridcloudmigrationengineerforazur comput network process analyt analyticalskil processimprov cloudmigr develop midsenior
Bangalore/Bengaluru,microsoftazureengin microsoftazur microsoft oracl manag activedirectori sql data ii associ
"Temp. WFH - Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru",azuredataengineeradfandazuresynaps azuredatafactori factori datasci basecamp elt msproject datamodel azuredatalak associ
"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",azureengin powershel troubleshoot network activedirectori directori microsoft cloudservic devop associ
"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",seniordevopsandautomationengineerazur informationtechnolog network microsoftazur autom balanc loadbalanc sql load midsenior
"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",azurecloudtechnicalspecialist sale technic directsal presal analyt sql oracl autom midsenior
"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",azuredataengin oracl data sql sqlserver rdbm microsoftazur microsoft sourc associ
"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",dataengineerazur system python datamin systemintegr datawareh integr dataengin healthcar senior
"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",azuredataengin analyt powerbi develop program design data code designdevelop associ
"Hyderabad/ Secunderabad, Telangana, Chennai, Tamil Nadu, Bangalore/ Bengaluru, Karnataka",azuredataarchitect adf azuresql datamodel azurefunct adb architectur model powerbi senior
Hyderabad/Secunderabad,windowsadministratorwithazureexperi onprem windowsadministr azurecloud administr microsoftwindow microsoftazur cloud midsenior
"Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",azuredatafactorysynapsesrengineerlead sqlserver oracleadf data azuresynaps leadership factori microsoftazur sr midsenior
"Kolkata, Hyderabad/ Secunderabad, Telangana, Pune, Ahmedabad, Chennai, Bangalore/Bengaluru, Delhi / NCR, Mumbai (All Areas)",azuredataengin pyspark datafactori databrick datafactori factori azuredatafactori data brick midsenior
"Bangalore/ Bengaluru, Karnataka",hclishiringforazurecloudarchitect microsoftazur cloudcomput azurecloud architectur cloud comput msazur infrastructur senior
"Bangalore Rural, Karnataka, Delhi / NCR, Mumbai (All Areas)",cloudsecurityspecialistazureawsgcpprisma cloudsecur azuresecur cloud awssecur gcp gcpcloud secur awscloud midsenior
Hybrid - Pune,azuredataengineerhybridworkfromofficepuneloc azur azuredatabrick azureblob factori azuredatafactori sqlazur blob data associ
"Hybrid - Pune, Maharashtra, Chennai, Tamil Nadu, Bangalore/Bengaluru, Mumbai (All Areas)",hiringjuniorazuredataengineeradf sqlqueri azuredatafactori etl oracleadf queri data azuredatabrick sql midsenior
Bangalore/Bengaluru,azuredataengin dataengin adf sql python adb continuousintegr analyt scala senior
Bangalore/Bengaluru,azurecloudsecurityprofession networksecur informationsecur secur cloudsecur webapplicationfirewal applic azurecloud itsecur associ
"Bangalore/ Bengaluru, Karnataka, Delhi / NCR, Mumbai (All Areas)",siemengineerazuresentinel azuresentinel azuresecur secur siem microsoftazur sentinel midsenior
Bangalore/Bengaluru,azurecloudsecurityprofession azur azurecloudsecur informationsecur networksecur webapplicationfirewal cloudsecur secur network midsenior
"Mumbai, Maharashtra, Mumbai Suburban, Maharashtra, Navi Mumbai, Maharashtra, Mumbai (All Areas)",azuredevopsengin azuredevop microsoftazur devop midsenior
Bangalore/Bengaluru,dataengineerazur architectur cloud gcp train microsoftazur azuredatafactori sqlazur consult associ
"Mumbai, Pune, Chennai, Gurgaon/Gurugram, Bangalore/Bengaluru",azuredataengin system python sqlazur develop manag azuredatafactori analyt integr midsenior
Bangalore/Bengaluru,seniorengineerazureplatformdevop troubleshoot distribut python perform azuredevop autom dt senior midsenior
Bangalore/Bengaluru,azuredataengin datawareh github jira performancetun agil microsoftazur data project midsenior
Bangalore/Bengaluru,azuredevopsengin vm code virtual script analyt rdbm azuredevop agil associ
Hyderabad,microsoftazurenetdevelop architectur ooad cloud scalabl net microsofttechnolog bootstrap microsoftazur midsenior
Bangalore/Bengaluru,azuredataengin analyticalskil microsoftazur migrat azuredatafactori datamigr technologymanag focu analyt associ
Bangalore/Bengaluru,devopsengineermsazur tool manag develop softwaredevelop load monitor applicationarchitectur engin associ
"Hybrid - Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",azurenetdeveloperorazuredeveloperlogicapp azuredevelop azurenetdevelop sqldb logicapp appinsight core function azurefunct midsenior
Bangalore/Bengaluru,leadipassdeveloperazur python customerexperi cloud leadershipdevelop comput microsoftazur oracl intellig midsenior
Bangalore/Bengaluru,senioripassdeveloperazur applicationdevelop cloud intellig cloudcomput javascript comput customerexperi senior associ
Bangalore/Bengaluru,azuresystemadministratormicrosoft ldap microsoftwindow dn snmp systemadministr monitor activedirectori microsoftazur midsenior
Bangalore/Bengaluru,microsoftazureadministr accessmanag control accesscontrol manag devop identitymanag microsoft access associ
Bangalore/Bengaluru,iammicrosoftazuretechnicallead technic access event recruit manag iso eventmanag microsoftazur midsenior
Kolkata,azuredevelop technic technicalleadership microsoftazur develop cloud technicallead associ
"Kolkata, Mumbai, Visakhapatnam, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru",dataarchitectadfandazuresynaps azur pyspark report dataarchitectur datasci azuredatafactori basecamp architectur midsenior
"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",azurearchitect directori technic activedirectori accesscontrol control monitor cloudservic architectur associ
"Kolkata, Hyderabad, Pune, Chennai, Bengaluru",azureadmin dn dhcp activedirectori directori bpo microsoft virtual administr midsenior
"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",azuredevopsconsult datasci consult github data azuredevop microsoftazur scienc train associ
Bangalore/Bengaluru,azuredataengineerbangalor azuredataengin pyspark oracl develop microsoftazur microsoft data azuredatafactori midsenior
Bangalore/Bengaluru,azuredataengin azuresynaps pyspark azuredatabrick azuredatalak datawareh brick data sql midsenior
"Noida, Uttar Pradesh, Gurgaon/ Gurugram, Haryana, Delhi / NCR",seniorsystemadminazuremigrationengineerforquattrogurgaon azuremigrationengin itil azuredevop devop virtual migrat desktop azuremigr senior
Pune,cloudopsengineerazur cloudop incidentmanag troubleshoot saasappl systemadministr saa configur configurationmanag midsenior
Bangalore/Bengaluru,azurepaasdevelop python network azurepaa sdk manag json develop microsoftazur midsenior
"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",azuredatafactorydevelop pyspark azuredatabrick azuredatafactori azuresynaps adls2 event eventhub factori associ
"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",hiringazuredatafactorydevelop azuredatabrick sqlserver azuredatafactori azuredatalak azurespark datalak analyt hire midsenior
"Coimbatore, Tamil Nadu",azurecloudengin azuresynaps datafactori storageaccount databrick azurelogicapp account databrick function associ
Remote,staffengineerazurecloud azurecloud continuousintegr pipelin terraform kubernet cd microsoftazur cloud midsenior
Mumbai,azuredevelop net itilprocess develop changemanag itil nosql manag incidentmanag midsenior
Mumbai,azurecloudengin cloud paa scalabl complianc azurecloud dbm activedirectori sql associ
Bangalore/Bengaluru,seniorconsultantazur senior linux network sql troubleshoot claim manag financialservic midsenior
Bangalore/Bengaluru,hiringforconsultantazurerolewithsapiensforbangaloreloc azurepaa azurenetwork azureiaa consult paa iaa network microsoftazur associ
Remote,azuredevopsarchitectterraformcertifi azuredevop datalak terraform azuredatalak architectur data azuredatafactori bi senior
Remote,microsoftazurecloudconsultantimplementspecialist microsoftazur azurecloudplatform microsoft cloud cloudcomput comput cloudplatform azurecloud associ
"Bangalore/ Bengaluru, Karnataka",azuredevopsarchitect docker terraform jenkin azuredevop kubernet architectur microsoftazur devop senior
Bangalore/Bengaluru,netazurearchitect contain architectur azurecloud netcoredevelop microservic core cloud net execut
Pune,vyomlabsishiringmicrosoftazureengin linux data microsoftazur virtual microsoftwindow network sql javascript midsenior
Kochi/Cochin,azureadministratorkochikerala az104 azurebackup azurenetwork datasecur backup data secur network entri
Bangalore/Bengaluru,seniorconsultantazur dn troubleshoot senior bill consult financ reinsur businessintellig midsenior
Bangalore/Bengaluru,solutionarchitectazureplatformandintegr performancetun ssi troubleshoot integr monitor microsoftazur dt system senior
Bangalore/Bengaluru,azuredataarchitect cosmo dataanalyt manag architectur analyt microsoftazur design bigdata senior
"Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Gurgaon/Gurugram, Bangalore/Bengaluru",technicalleadazuredatabrick applicationdevelop intellig performancetest technic agil perform sdlc technicalleadership associ
Bangalore/Bengaluru,platformspecialistazurebasedplatform distributionsystem cloud technologymanag secur keymanag dt microsoftazur consult associ
Kolkata,seniorazureengin troubleshoot projectsupport enterprisearchitectur dhcp relationshipbuild architectur enterpris relationship midsenior
Kolkata,seniorazureengin dn load balanc architectur projectsupport senior monitor microsoftazur associ
Bangalore/Bengaluru,leadsoftwareengineerdevopsazur network microsoftazur softwar autom healthcar http releas configurationmanag midsenior
"Hybrid - Bangalore/ Bengaluru, Karnataka",azuredataengineeropen azuredataengin azuredatafactori azuredatalak datalak azuredatabrick data factori sql associ
Bangalore/Bengaluru,azureiaaspaasarchitect iaa paasarchitectur machinelearn azureiaa sql microsoftazur paa webtechnolog senior
Kolkata,azuredataengg spark azuredatafactori pythonunix pyspark microsoftazur hive azuredatabrick itskil associ
Noida,azureiaaspaassaasoffice365admin iaa microsoftazur accessmanag dhcp network saa access activedirectori midsenior
Kolkata,azuredevopsengin improv continuousimprov agil devop monitor azuredevop businessplan python midsenior
Hyderabad/Secunderabad,azureadfdevelop adf adl azuresql oracleadf sql sqlazur microsoftazur azureactivedirectori associ
"Hubli, Mangaluru/Mangalore, Mysore/Mysuru, Bangalore/Bengaluru, Belagavi/Belgaum",azuredevelop customerservic devop sql microsoftazur ssi develop scrum monitor associ
"Hubli, Mangaluru/Mangalore, Mysore/Mysuru, Bangalore/Bengaluru, Belagavi/Belgaum",azuredevelop postgresql softwaredevelop microsoftazur technologymanag lifecycl mysql program code midsenior
Bangalore/Bengaluru,azurecloudengin informationsecuritymanag informationsecur securitymanag ssi secur cloud sqlserver unit midsenior
"Kochi/Cochin, Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",azuredatabricksdevelop develop spark procedur ssi sql scala microsoftazur storedprocedur associ
Bangalore/Bengaluru,azuredevelop model architectur microsoftazur businessmodel code data dataarchitectur sem associ
"Hybrid - Chennai, Tamil Nadu",azuredataarchitectchennai azuredatafactori bot azuredatabrick azuredatalak datamodel artificialintellig architectur dataarchitectur senior
Bangalore/Bengaluru,azuredevopsengin azuredevop azurefunct jenkin cicd machin webtechnolog powershel function associ
"Jaipur, Bangalore/Bengaluru, Jodhpur",devopsengineerazur devop python puppet bash cd docker cicd dn midsenior
"Hybrid - Pune, Maharashtra, Bangalore/Bengaluru",hiringforbig4iiazuredevopsengineeriibangaloreandpun azuredevop devop terraform hire script cd pipelin microsoftazur midsenior
"Bangalore/ Bengaluru, Karnataka",dataengineerleadazurebangalor pyspark azuredatabrick azuredatafactori databrick sqlserver datalak brick azureanalysi midsenior
Noida,leadconsultantazureaksengin microsoft incidentmanag agil switch linux jenkin projectmanag ticket associ
Greater Noida,mssqlserverazurecloudadministr activedirectori apimanag powershellscript risk microsoft microsoftwindow directori windowsserveradministr associ
Hyderabad/Secunderabad,azuredataengin unittest intellig comput perform changemanag manag unit microsoftazur associ
"Hybrid - Noida, Uttar Pradesh",azuredevopsengin terraform ak kubern azuredevop devop microsoftazur midsenior
Chennai,seniordataengineerazuresqldatawareh sqlazur datawareh agil html perform senior product data midsenior
Hyderabad/Secunderabad,hiringforinfrastructureengineervmwarewithazur infrastructur virtual manag engin incidentmanag microsoft incid telecom midsenior
Chennai,cloudosadminazur virtual infrastructur manag operationalsupport oper administr python infrastructureservic associ
Hyderabad/Secunderabad,azuredataengin powershel erp agil code azuredatafactori data splunk datavalid senior
"New Delhi, Hyderabad/Secunderabad",azuredataengin cosmo dataanalyt powerbi sql scala analyt microsoftazur data midsenior
Pune,azureengin visual sourc json javascript visualstudio analyt html activedirectori entri
Chennai,azuredataengin qlikview sql ssr manag ssi python data timemanag midsenior
Chennai,srazureinfraengin cloud sr manag autom scalabl monitor infrastructur microsoftazur midsenior
Hyderabad/Secunderabad,azuredevopsengineerindia project matrix projectimplement technolog product productionsupport technologymanag mentor associ
Remote,leadnetazuredevelop netcor net azurepaa appsupport paa aspnet azureiaa iaa senior
"Chandigarh, Chandigarh",microsoftazurearchitectoretachandigarh microsofttechnolog msazur devop cloudmigr network microsoftazurearchitectur microsoft clouddeploy senior
Remote,microsoftazureinfrastructureconsultantimplementspecialist microsoftazur cloudsecur secur managedservic access cloudcomput infrastructur accessmanag associ
"Hybrid - Mangaluru/Mangalore, Pune, Goa",leadnodejsdeveloperazur nodej cybersecur authent directori activedirectori serv blob microsoft midsenior
Remote,microsoftazureipaassolarchitect manag visual studio jqueri agil mvc sqlserver virtual senior
"Hyderabad/ Secunderabad, Telangana, Mumbai (All Areas)",azureclouddevopsengin kubernet troubleshoot azur azurecloud microsoftazur devop cloud associ
Hyderabad/Secunderabad,pythondeveloperwithazur aw python develop javascript html cs css microsoftazur associ
Noida,azureiaaspaasengin paa analyt azurepaa machin architectur iaa machinelearn microsoft senior
Hyderabad/Secunderabad,azurecloudapplicationdevelop devop sql comput unit agil webtechnolog microsoft azurecloud associ
Gurgaon,microsoftazurearchitect activedirectori sql comput dn mysql autom mcse directori midsenior
Hyderabad/Secunderabad,azurecloudapplicationdevelop devop sql manag webtechnolog microsoft azurecloud cloudappl technologymanag associ
Mumbai,microsoftazuresystemadministr microsoft vpn monitor activedirectori systemadministr system directori snmp midsenior
Mumbai,microsoftazureadmin virtual activedirectori msoffic crm administr dhcp dn microsoft associ
Noida,microsoftazureconsult ssh consult snmp smtp dhcp microsoftwindow microsoft ldap midsenior
Pune,microsoftazurespecialist json orchestr monitor microsoftazur devop cloud deploy microsoft associ
Ahmedabad,microsoftazureadministr activedirectori sql softwaretest cloudcomput administr testcas mysql microsoft associ
Chennai,microsoftazureconsult manag program webtechnolog consult microsoftazur program microsoft powershel associ
Mumbai,microsoftazureinfrastructureconsult cloudsecur cloud network dn managedservic accessmanag manag consult midsenior
Mumbai,microsoftazuresystemadministr analyt virtual troubleshoot systemadministr microsoftazur autom activedirectori system associ
Gurgaon,microsoftazurearchitect analysi sql infrastructur manag infrastructuremanag socialmedia python oracl associ
Hyderabad/Secunderabad,solutionarchitectmicrosofttechnologiesazur sql enterpriseappl sourc code sqlserver cm debug autom associ
"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",azuretechnicalprojectmanag azur technic manag microservic etl microsoftazur project bigdata senior
Bangalore/Bengaluru,azureclouddevelop azur cloud azurecloud sql rest microsoftazur clouddevelop soap associ
"Hybrid - Pune, Maharashtra, Bangalore/ Bengaluru, Karnataka",opportunitywithzensarazurearchitect azuresynaps azureanalyt azuredatalak azureloganalyt azurearchitect architectur sqlazur agil execut
"Hybrid - Chennai, Bangalore/Bengaluru, Delhi / NCR",azuredevopsarchitect azureinfrastructur terraform azuredevop architectur infrastructur azuremigr migrat microsoftazur senior
"Hyderabad/Secunderabad, Pune, Bangalore/Bengaluru",applicationarchitectcloudazur agil cloudapplicationdevelop java softwaredesign design healthcar japanes core execut
Bangalore/Bengaluru,cloudarchitectazureappl scienc enterpris architectur comput develop paa mi cloudarchitectur midsenior
"Hybrid - Kochi/ Cochin, Kerala, Pune, Maharashtra, Ahmedabad, Gurgaon/ Gurugram, Haryana, Chennai, Bangalore/Bengaluru, Mumbai (All Areas)",azuretechnicalmanag azureiot architectur microsoftazur azureappservic azurefunct microsoft paa event senior
Bengaluru,windowsadminwithazur sql net operatingsystem oper oracl html windowsadministr jqueri midsenior
Bangalore/Bengaluru,azurecostoptimizationarchitect resourcemanag costoptim consult manag resourc architectur computersci cost associ
Bengaluru,fullstackazureclouddevelop azurecloud nunit script fullstack sqlazur sql microsoftazur develop associ
Bangalore/Bengaluru,azuredataengin dbm forecast intellig businessintellig backend databasedesign cv agil associ
"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",devopsengineerazur github packag script softwaretest orchestr microsoftazur uat testscript associ
Bangalore/Bengaluru,azuredataengin azuredatafactori analyt softwar projecttrack track optim digitalmanufactur digit associ
"Hubli, Mangaluru/Mangalore, Mysore/Mysuru, Bangalore/Bengaluru, Belagavi/Belgaum",azuredataengin datamigr data budget warehous azuredatafactori migrat sql datawareh associ
"Kochi/Cochin, Bangalore/Bengaluru",softwarearchitectiotazurecloud iot microsoftazur code analyt manag network microsoftwindow azurecloud execut
"Hubli, Mangaluru/Mangalore, Mysore/Mysuru, Bangalore/Bengaluru, Belagavi/Belgaum",azuresystemengin system firewal webtechnolog applic webappl microsoftazur troubleshoot webapplicationfirewal associ
"Kochi/Cochin, Bangalore/Bengaluru, Trivandrum/Thiruvananthapuram",srazuredataengin performancetun procedur functionaltest microsoftazur json softwaretest azuredatafactori versioncontrol midsenior
"Hubli, Mangaluru/Mangalore, Mysore/Mysuru, Bangalore/Bengaluru, Belagavi/Belgaum",azuredatasupportengin azuredatafactori microsoftazur data azuredatasupportengin associ
"Hubli, Mangaluru/Mangalore, Mysore/Mysuru, Bangalore/Bengaluru, Belagavi/Belgaum",azuredataengineeradam analyt dataanalyt sql scala powerbi microsoftazur bi adam midsenior
"Hubli, Mangaluru/Mangalore, Mysore/Mysuru, Bangalore/Bengaluru, Belagavi/Belgaum",srazuredataengin microsoftazur azuredatafactori dataanalyt sr data script analyt powershel midsenior
Chennai,softwaredeveloperazurepaasn object azurepaa program softwar paa scalabl softwaredevelop oop midsenior
Noida,azuredevelopernoida c sql plsql develop git rest microsoftazur azur associ
Noida,azurecloudengineernoida azurecloudengin ak openshift devop bash kubernet azurecloud azuredevop associ
"Mumbai Suburban, Maharashtra, Navi Mumbai, Maharashtra, Mumbai (All Areas)",hiringfornetwithazuredevelop net sqlazur orac azur sql mvc hire microsoftazur associ
Remote,netazuredeveloperleadarchitect net aspnetmvc angular cs dot aw desktop oop midsenior
"Mumbai, Gurgaon/Gurugram, India",systemsengineerandadministratorcloudservicesazur cloudservic systemadministr microsoftazur system systemengin administr cloud azur midsenior
Bangalore/Bengaluru,seniorazurepaasarchitect analyt paa architectur infrastructur ssl monitor eventmanag dbm associ
"Hyderabad/Secunderabad, Jaipur, Bangalore/Bengaluru",azuresolutionarchitect azur kubernet azureiaa azurecertifi infrastructur devop azurestack bu midsenior
"Bangalore Rural, Karnataka",excellentjobopportunityforazureclouddevelop iothub c java azurecloud net apimanag cloud manag midsenior
Gurgaon/Gurugram,softwarearchitectawsazur architectur javascript dt softwar rfq microsoftazur awsazur aw senior
"Noida, Uttar Pradesh, Chennai, Tamil Nadu",azuredataengin azuredatabrick python datawareh data datapipelin sql pipelin warehous senior
"Noida, Uttar Pradesh",azuredevopsengin azurekubernet azuredevop cassandra kubern hadoop kubernet microsoftazur docker senior
Hyderabad/Secunderabad,azuredataengin infrastructureservic technologyconsult dataservic sql interpersonalskil bpo interpersonalskil analyt associ
"Hybrid - Hyderabad/Secunderabad, Pune",azuredevopsengin terraform azuredevop devop arm armtempl templat microsoftazur midsenior
Hyderabad/Secunderabad,srsoftwareengineerazuredevopspython microsoft softwar virtual devop linux azuredevop comput configur associ
Noida,azuredataengineerpythondatabrick azuredatabrick sqlazur azuredatafactori python azurefunct azuresynaps logic azuredatalak midsenior
Mumbai,azureiaaspaasarchitectleadassoci azurepaa paa analyt sql machinelearn microsoft iaa azureiaa midsenior
Chennai,azureiaaspaasarchitect paa analyt azurepaa machin architectur paasarchitectur iaa machinelearn senior
Hyderabad/Secunderabad,cloudnativearchitectazureaw architectur cloudn healthcar nativ configurationmanag system estim manag associ
Mumbai,srengineerazurewindowsandhyperv scvmm iprout dhcp exsi comput dn convergedinfrastructur msazuremanag associ
Mumbai,srengineerazurevmwarewindow lan virtual cloudcomput san technic document microsoft technicaldocument midsenior
Remote,cloudconsultantazur concept customerservic sdlc enterprisemobl conceptdesign process mobil enterpris associ
Kochi/Cochin,cloudadministratorawsazur infrastructur technologysolut manag administr secur configur configurationmanag autom midsenior
Remote,azuresreengin monitor microsoftazur secur autom microsoft manag activedirectori configurationmanag associ
"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",seniorazuredevelop cassandra nosql owasp comput librari senior github directori midsenior
"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",netdeveloperazur c azurecloud net microsoftazur cloudplatform cicd develop cloudplatform midsenior
Bangalore/Bengaluru,azurecloudengin sqlserver azuredevop softwar storag devop softwaredevelop loganalyt serv senior
Bangalore/Bengaluru,azuredevelop front nosql microsoft media procedur sqlserver hpdataprotector analyt associ
Bangalore/Bengaluru,azuredevopsterraformdevelop cloud microsoftazur azuredevop develop devop terraform infrastuctur midsenior
"Chennai, Bangalore/Bengaluru",azureapidevelopermicroservicesarchitectur azureapi xml develop cd api microservic deploy architectur associ
Bangalore/Bengaluru,seniorcloudengineerazurejp1 cloud troubleshoot network dn cisco senior autom monitor associ
Bangalore/Bengaluru,azuredevelop develop microsoftazur azuredevelop profession associ
"Noida, Bhubaneswar, Pune, Bangalore/Bengaluru",azuredevelop analysi sql datamodel ssa develop powerbi microsoftazur devop midsenior
Bangalore/Bengaluru,azureapidevelop azureapi vault cloud api key cloudsecur secur keyvault midsenior
Bangalore/Bengaluru,azureseniordevelop senior dataarchitectur cosmo architectur paa cassandra neo4j microsoftazur midsenior
Bangalore/Bengaluru,devopsengineerpubliccloudazur linux public cloud perl configurationmanag manag configur publiccloud midsenior
Bengaluru,azurecloudengin disasterrecoveri linux microsoftazur disasterrecov manag microsoftwindow azurecloud autom associ
Bangalore/Bengaluru,azurecloudengin azurecloud arm cloud microsoftazur associ
Pune,azuredatafactorydevelop azur ssa powerbi develop factori ssi ssa microsoftazur associ
Bangalore/Bengaluru,seniorazuresecurityengineercloudmigr securityoper informationsecur oper azuresecur computersci cloudmigr chang secur midsenior
Bengaluru,devopsdeveloperazureadministr analyt administr paa businessintellig powershel pdf microsoftazur intellig associ
