Job_title,Company_name,Skills,Experience,Location
Azure Devops + Java Developer,NR Consulting,"linux,access,development,microsoft azure,devops,java,microservices,cloud foundry",6-9 Yrs,Bangalore/Bengaluru
"Cloud Engineer Software Azure, Cosm...",Anicalls,"Architecture,Recovery,Cloud,NoSQL,Cloud computing,Software engineering,Computation,Disaster Recover",8-9 Yrs,Bangalore/Bengaluru
Azure Full Stack Dotnet Core Developer,Socxo,"front,sql,core,pdf,.net,procedures,hp data protector,coding",3-5 Yrs,Bangalore/Bengaluru
Azure Full Stack Dotnet core developer,Socxo,".net,nosql,stored procedures,.net core,sql server,asp.net,pdf,coding",3-5 Yrs,"Kochi/Cochin, Bangalore/Bengaluru"
Azure Based Visualisation Lead / Developer,Pimarq,"delivery,development,analytical,html,pdf,olap,microsoft azure,agile",4-8 Yrs,Bangalore/Bengaluru
Azure Developer,iNetFrame,"programming,excel,directory,technology,javascript,information technology,agile,healthcare",4-8 Yrs,Bangalore/Bengaluru
Azure Developer,Han Digital Solution,"programming,object oriented programming,git,microsoft azure,media,json,program,visual",3-6 Yrs,"Hyderabad, Delhi, Pune, Bengaluru"
Azure Developer and Support Consultant,Skillety,"microsoft azure,microsoft,analytics,sql,sql server,javascript,cosmos,staffing",2-5 Yrs,Bangalore/Bengaluru
Azure Developers,Andor Tech,"Devops,Deployment,Agile,Enterprise risk,Enterprise,Risk,Management,Microsoft Azure",7-8 Yrs,Bangalore/Bengaluru
Azure Developer,Inextlabs,"Enterprise,Management,Development,Technology,Coding,Microsoft technologies,Server architecture,Enterprise applications",3-6 Yrs,Bangalore/Bengaluru
Azure Data Factory (Developer),Xpheno,"ssis,microsoft azure,analytics,management,sql,data,factory,devops",4-9 Yrs,Bangalore/Bengaluru
Azure Developer,Diverse Lynx,"microsoft azure,coding,web development,sdlc,aws,python,powershell,web technologies",5-10 Yrs,Bengaluru
Azure AD Developer,Diverse Lynx,"management,saml,microsoft azure,azure active directory,development,monitoring,b2c,project",2-6 Yrs,Bengaluru
"Senior DevOps Engineer / DevOps Expert, SAP Intelligent Enterprise",SAP,"DevOps,Jenkins,Cd,Prometheus,SAP,Kubernetes,Enterprise structure,Continuous Integration",12-15 Yrs,Bangalore/Bengaluru
Senior Engineer - DevOps with C++,Philips,"Jenkins,CI-CD Pipeline,C++,Python Scripting,Azure DevOps,Artifactory,Devops,Cmake",6-9 Yrs,"Hybrid - Bangalore/ Bengaluru, Karnataka(Yelahanka +1)"
Senior DevOps Engineer,FLYHOMES RESIDENTIAL INDIA PRIVATE LIMITED,"GCP,Recruitment,Monitoring,Recovery,Senior,Agile,Networking,Disaster recovery",5-9 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"
DevOps Engineer,IBM,"Unix,DevOps,Linux,Perl,Python,Kubernetes,Docker,Cd",5-10 Yrs,Kochi/Cochin
Sr. DevOps Engineer/Solution Architect,USM Business Systems,"DevOps,CI/Cd,SR,Incident management,Continuous Integration,Kubernetes,Automation,Management",9-14 Yrs,"Indore, Pune"
Senior Devops Engineer,Iris Software,"chef,Development,Devops,Continuous Integration,Pipeline,Senior,Devops Tools,Tools",5-10 Yrs,"Hybrid - Noida, Uttar Pradesh, Pune, Maharashtra"
DevOps Engineer,Genpact,"Windows Server,SQL Server,Performance Tuning,Powershell Scripting,Azure Devops,Powershell,Directory,Active directory",8-10 Yrs,"Hybrid - Pune, Bangalore/Bengaluru, Delhi / NCR"
Senior Devops Engineer,Teknobuilt Solutions,"Aws Devops,Agile,Postgresql,Terraform,Cd,MySQL,Cd,Integration",10-15 Yrs,Navi Mumbai
Devops Engineer,Trigyn Technologies,"ansible,Oracle Cloud,Continuous Integration,Oracle,Cloud,CI/Cd,Devops,Cd",8-12 Yrs,Remote
Senior Software Engineer (DevOps) NSG,Sophos,"Management,Software,Automation,Devops,Data,SCM,Javascript,Python",8-12 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"
Lead Engineer - CICD (DevOps),Faurecia,"Shell scripting,Software testing,Build,Scripting,Build Automation,Engineering Leadership,Automation,Devops",8-12 Yrs,Pune
"Devops SRE Engineer
",Tech Mahindra,"kubernetes,devops,terraform,Prometheus,Grafana,Puppet,Sre,Integration",7-10 Yrs,"Hybrid - Kolkata, Hyderabad/Secunderabad, Pune, Ahmedabad, Chennai, Bangalore/ Bengaluru, Karnataka, Delhi / NCR"
DevOps Cloud Services Engineer,Accenture,"Automation,Linux,Shell scripting,Consulting,Python,Control,Cloud,GIT",8-10 Yrs,Kolkata
Cloud DevOps Kubernetes Engineer-8-9 Y-Bangalore-PWC SDC,PwC Service Delivery Center,"kubernetes,devops,Terraform,Docker,Helm,Ansible,Cloud",7-10 Yrs,"Hybrid - Kolkata, West Bengal, Hyderabad/Secunderabad, Bangalore/Bengaluru"
Senior Devops Engineer,Atlas Systems,"Containerization,Migration,Devops Engineer,Terraform,Continuous Integration,Senior,Microsoft Azure,Kubernetes",6-11 Yrs,Bangalore/Bengaluru
DevOps Engineer,Wadzpay Technology India,"Control,GIT,Time,Version control,Stakeholder management,HTML,Configuration management,Configuration",10-12 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"
DevOps Engineer,Assurant Technology Group,"Devops,Security,Science,Agile,Monitoring,Automation,Infrastructure,Github",5-10 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"
Role : Senior/Lead DevOps Engineer,Cheq Digital,"Devops Tools,Cicd Pipeline,Cloud Infrastructure,Pipeline,Senior,Architecture,System,Tools",7-9 Yrs,Bangalore/Bengaluru
Senior DevOps Engineer - Python/Kubernetes/Ansible,Yo HR Consultancy,"DevOps engineering,Tools,Docker,Load,Senior,Engineering,IT Automation,Google",6-8 Yrs,Bangalore/Bengaluru
Senior Cloud/DevOps Engineer - Docker/Kubernetes,HyrEzy Talent Solution,"DevOps,Terraform,Cd,Automation,Pipeline,Cd,Development,Engineering",4-7 Yrs,Bangalore/Bengaluru
Senior DevOps/Cloud Engineer - Kubernetes/Docker,HyrEzy Talent Solution,"DevOps,Cloud,CI Cd Pipeline,Kubernetes,Powershell,Docker,Senior,Cd",3-6 Yrs,Bangalore/Bengaluru
Senior DevOps/Cloud Engineer - IT Automation,Yo HR Consultancy,"DevOps,Linux,Kubernetes,CI Cd Pipeline,Docker,System administration,CI/Cd,IT Automation",3-4 Yrs,Bangalore/Bengaluru
Senior Software Engineer (DevOps) NSG,Cyberoam Technologies,"Machine,Python,Recruitment,Product management,Javascript,Machine learning,GIT,Software",8-12 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"
DevOps Engineer / Senior DevOps Engineer - Kubernetes,Ibasis,"DevOps,Linux,IP,Scripting,Kubernetes,Stack,Docker,Cd",5-10 Yrs,"Hyderabad/ Secunderabad, Telangana"
Senior Devops Engineer,BCG,"Devops,Terraform,Cd,Splunk,Cd,Kafka,Basic,Linux administration",7-12 Yrs,Remote
Devops Engineer,Sagitec,"GIT,Ms Sql Serve,Ci/Cd,Ms Azure,Devops,.Net,Continuous Integration,SQL",4-9 Yrs,"Pune, Maharashtra, Chennai, Tamil Nadu"
Senior DevOps Engineer - Cloud Infrastructure,Insta Talent Recruit LLP,"DevOps,GCP,Terraform,Ansible,Continuous Integration,Powershell,Senior,Kubernetes",4-8 Yrs,"Noida, Hyderabad/Secunderabad, Faridabad, Greater Noida"
Senior DevOps Engineer,Frost & Sullivan,"Devops Tools,Scripting,Cloud,Management,Devops,Tools,Application development,Senior",4-9 Yrs,"Gurgaon/ Gurugram, Haryana, Chennai, Tamil Nadu, Mumbai (All Areas)"
Senior Cloud Devops Engineer,Ansys,"GIT,devops,ci/cd,Azure Devops,PAAS,Cloud,Powershell,Bash",5-7 Yrs,Remote
Senior Devops Engineer,UST,"Docker,Cicd Pipeline,AWS,Devops,Kubernetes,Scripting,Ansible,GIT",5-9 Yrs,"Pune, Maharashtra"
Sn. Devops Engineer / Release Engineer (WFH Opportunity).,kipi.bi,"Snowflake,Tableau,Devops,AWS,Python,Data Hub,Release engineering,Continuous Integration",6-11 Yrs,"Temp. WFH - Kolkata, Chennai, Bangalore/Bengaluru, Delhi / NCR"
DevOps Engineer,Capgemini,"DevOps,Continuous Integration,Powershell,Troubleshooting,Github,Cd,Microsoft Azure,Jenkins",6-9 Yrs,"Mumbai, Pune, Bangalore/Bengaluru"
Senior Devops Engineer,Medline,"Ci Cd Pipeline,Devops Tools,azure active directory,Cloud Infrastructure,azure devops,Tools,Software development,Development",7-10 Yrs,Hybrid - Pune
Devops Engineer,Atos Syntel,"Devops,CI/Cd,Continuous Integration,Cd",5-10 Yrs,"Pune, Chennai, Mumbai (All Areas)"
Senior Software Engineer - DevOps,UST Blueconch,"Git,Software,System engineering,Graphite,Devops,Linux,Cd,Terraform",5-9 Yrs,Pune
Gitlab Linux Engineer - Devops,Career Infosystem,"CI / CD,Technical,Puppet,Software configuration management,Jenkins,Sonarqube,Configuration management,CI/Cd",5-10 Yrs,"Kolkata, Bangalore/Bengaluru"
Senior Devops Engineer,Turnberry Solutions,"ci/cd,terraform,ansible,Python,AWS,Jenkins,Cd,Integration",5-10 Yrs,"Hybrid - Ahmedabad, Delhi / NCR, Mumbai (All Areas)"
Senior DevOps Engineer - Terraform / Kubernetes,Squareops,"DevOps,AWS,Cd,Senior,AWS Lambda,Scripting,Kubernetes,Terraform",5-7 Yrs,Gurgaon/Gurugram
Senior DevOps Engineer,Lyra Network,"Infrastructure,Automation,Cd,Gitlab CI,MySQL,Cloud Technologies,Cd,Gitlab CI",4-8 Yrs,"Mumbai, Mumbai Suburban"
DevOps Engineer,IBM,"Software development,HTTP,DevOps,Open source,Python,Continuous Integration,Source,Development",3-6 Yrs,Bangalore/Bengaluru
Devops Engineer,IBM,"Jenkins,Docker,Travis,CI/CD,micro-services,Logdna,Continuous Integration,Continuous Integration",4-8 Yrs,Bangalore/Bengaluru
Cloud Automation DevOps DevOps Engineer,Accenture,"Azure,DevOps,GCP,CI/CD,AWS,Agile,Terraform,Automation",6-8 Yrs,Bangalore/Bengaluru
Cloud Automation DevOps DevOps Engineer,Accenture,"Cloud Services,Infrastructure As Code,DevSecOps,CI/CD,AWS,Azure Devops,Infrastructure,Development",4-6 Yrs,Bangalore/Bengaluru
"Volkswagen - Azure DevOps Engineer, Specialist & Manager",Volkswagen Group Technology Solutions India,"Docker,Azure Devops,Kubernetes,Azure Kubernetes,Devops,Microsoft Azure,Management,azure",4-9 Yrs,"Hybrid - Pune, Maharashtra, Bangalore/ Bengaluru, Karnataka"
DevOps Engineer,IBM,"Unix,SQL,DevOps,Linux,JavaScript,Continuous Integration,Servicenow,JIRA",5-10 Yrs,Bangalore/Bengaluru
Lead/Manager DevOps Engineer - Docker/Kubernetes,Axtria India,"TFS,GitHub,Azure DevOps,Code Versioning Tools,Kubernetes,Tools,Management,Docker",4-8 Yrs,"Noida, Gurgaon/Gurugram"
Devops Engineer,Chetu,"devops,Cloud Services,CI/Cd,Cicd Pipeline,GIT,Kubernetes,Docker,AWS",2-4 Yrs,"Noida, Delhi / NCR"
Senior DevOps Engineer,Shail Ventures,"Devops,AWS,Cloud Automation Devops,Shell scripting,Cicd Methodology,Terraform,Senior,Kubernetes",5-8 Yrs,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru"
Senior DevOps Engineers,Innovominds Solutions,"Scripting,Python,Apache Tomcat,JBoss,MySQL,Senior,Apache,Oracle",5-10 Yrs,"Hyderabad/Secunderabad, Bangalore/Bengaluru"
Senior DevOps/SRE Engineers,Innovominds Solutions,"Automation,Devops,Shell scripting,Linux,Monitoring,Nginx,Python,Senior",6-11 Yrs,"Hyderabad/Secunderabad, Bangalore/Bengaluru"
Principal Engineer / Senior Engineer DevOps,Innovominds Solutions,"Linux,JBoss,Senior,Scripting,Apache Tomcat,VMware,Devops,Oracle",6-11 Yrs,"Hyderabad/Secunderabad, Bangalore/Bengaluru"
SAP ABAP Development For HANA DevOps Engineer,Accenture,"Adobe Forms,ABAP,sap fiori,Architecture,Amdp,Hana Architecture,Cd,Pipeline",2-4 Yrs,Hyderabad/Secunderabad
SAP ABAP Development For HANA DevOps Engineer,Accenture,"Adobe Forms,ABAP,sap fiori,Devops,Abap Development,Brf,Cd,SAP Hana",4-6 Yrs,Hyderabad/Secunderabad
SAP ABAP Development For HANA DevOps Engineer,Accenture,"SAP Fiori,DevOps,SAP HANA,SAP ABAP,S4 HANA,SAP ABAP Development For Hana,Abap,Continuous Integration",4-6 Yrs,Hyderabad/Secunderabad
DevOps DevOps Engineer,Accenture,"Backend,orchestration,Configuration management,Distribution system,Python,Cloud,Technical operations,Management",8-10 Yrs,Bangalore/Bengaluru
Devops Engineer,Prodcon Tech Services,"Devops,Kubernetes,GCP,Azure Devops,Python,Jenkins,Pipeline,Cicd Pipeline",4-9 Yrs,"Pune, Bangalore/Bengaluru"
Sr. DevOps Engineer,Sphera Solutions,"Devops Tools,Cicd Pipeline,Azure Devops,Linux,Pipeline,Terraform,Kubernates,Vnet",4-8 Yrs,Bangalore/Bengaluru(Dickenson Road)
Experienced DevOps Engineer,Boeing,"DevOps,Linux administration,Linux,Azure Devops,Jenkins,Linux System,Cd,Linux system administration",9-12 Yrs,Bangalore/Bengaluru
Associate DevOps Engineer,Boeing,"DevOps,Framework,Hibernate,Management,Development,Docker,JPA,TDD",5-8 Yrs,Bangalore/Bengaluru
Devops Engineer,GSR Business Services,"Aws Devops,terraform,AWS IAM,Cd,Sonarqube,Gateways,Amazon Cloudwatch,Cd",5-10 Yrs,"Bangalore/ Bengaluru, Karnataka"
"Devops- Lead Software Engineer- (Devops, Site Reliability Engineering)",Blue Yonder,"Java,Cloud,azure,Devops,Reliability,Terraform,Kubernetes,Cd",7-11 Yrs,Remote
Devops Engineer - JD - Landmark Digital,LANDMARK GROUP,"Terraform,Ansible,Devops,Azure Devops,CI/Cd,Digital,Continuous Integration,Docker",5-9 Yrs,Bangalore/Bengaluru
Senior Devops Engineer - Vsts/powershell,Career Infosystem,"CI / CD,PowerShell,Technical Architect,Devops,Technical,Technical architecture,Cd,Architecture",5-10 Yrs,Bangalore/Bengaluru
DevOps Engineer - CI/CD Pipeline/Kubernetes,Judge India Solutions Pvt Ltd,"Kubernetes,Build,Cd,Openstack,Medusa,Splunk,Pipeline,Cd",2-4 Yrs,Bangalore/Bengaluru
Urgent Hiring For - DevOps Engineer - Bangalore,Norwin Technologies,"Devops,Hiring,Devops Jenkins,Powershell Scripting,Virtualization,Cd,Scripting,Devops Automation",8-13 Yrs,Bangalore/Bengaluru
DevOps Senior Engineer,Executive Selection India,"DevOps,Cloud,Cassandra,AWS,Cd,Senior,Kubernetes,Docker",9-14 Yrs,Bangalore/Bengaluru
DevOps Engineer- Bangalore - MNC - Join within 30 Days only,The Judge Group,"Devops,CI/Cd,Bash,Continuous Integration,Artifactory,Grafana,Kubernetes,Azure Cloud",5-9 Yrs,Bangalore/Bengaluru
Senior DevOps Engineer,Alphasense,"Devops,Distribution system,Asset management,Scripting,Management,JIRA,Control,Architecture",7-10 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"
DevOps Engineer,Cyberoam Technologies,"GIT,Configuration management,Data,Machine,Ubuntu,Machine learning,Cloud computing,Linux",2-5 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"
Devops Engineer - IV,Rackspace Technology,"Cloud,Management,Automation,Devops,Civil,Technology management,IV,Technology",5-9 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"
Job || Senior DevOps Engineer,GSR Business Services,"GIT,Devops,Python,Senior",6-11 Yrs,Bangalore/Bengaluru
Hiring Lead Service Engineers (Devops and SQL),Providence Global Center,"Cicd Pipeline,Deployment,Monitoring,SQL,Devops,CI/Cd,Production,Production support",7-11 Yrs,"Hyderabad/ Secunderabad, Telangana"
DevOps Engineer - Google Cloud Platform,Deltron Technologies,"DevOps,Bitbucket,Python,Terraform,Kubernetes,Google,Jenkins,Cloud",3-5 Yrs,"Hyderabad/Secunderabad, Chennai"
DevOps and Validation Engineer,Intel,"DevOps,Source,Coding,Configuration management,Terraform,Data validation,Kubernetes,Helm Charts",6-8 Yrs,Bangalore/Bengaluru
DevOps Engineer,Yamaha Motor Solutions India,"Networking Concepts,Devops,Jenkins,Cd,Circleci,Terraform,JIRA,Gitlab",3-5 Yrs,Faridabad
EY India is hiring For Devops Application Developer,EY,"devops,jenkins,ci/cd,Openshift,shell scripting,Scripting,Python,Hiring",5-8 Yrs,"Hybrid - Pune, Chennai, Bangalore/Bengaluru"
DevOps Engineer - Ansible/Puppet/Chef,Muoro,"DevOps,Application,Query,Rail,Rails,GIT,Github,Ansible",6-8 Yrs,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru"
DevOps Engineer - Performance Monitoring,Telamon HR Solutions,"DevOps Engineering,Devops,HA-Proxy,Tools,Performance,Management,Kubernetes,Terraform",7-10 Yrs,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru"
Senior Devops Automation Engineer - Cloud Services,Career Infosystem,"DevOps,Docker,CI / CD Pipeline,Architecture,Infrastructure,Automation,Cd,Pipeline",7-12 Yrs,Hyderabad/Secunderabad
Sr. DevOps Engineer,Accurate Background,"Terraform,devops,Eks,AWS,Shell scripting,Scripting,Python,SR",7-10 Yrs,Hybrid - Hyderabad/Secunderabad(Madhapur)
Senior DevOps Engineer,Experian,"Devops,Continuous improvement,Improvement,Machine,Agile,DNS,Operations,Senior",5-8 Yrs,Hyderabad/Secunderabad
Sr DevOps Engineer,Mondee,"Python,Splunk,Operations,MongoDB,GIT,Oracle,Solarwinds,SR",5-10 Yrs,Hyderabad/Secunderabad
Devops Engineer,Impelsys India,"Aws Devops,linux,Cicd Pipeline,troubleshooting,Oracle,Pipeline,Kubernetes,Docker",5-7 Yrs,Hybrid - Bangalore/Bengaluru
Devops Engineer,Tech Alchemy Studios,"kubernetes,Devops Tools,Cicd Pipeline,Devops,CI/Cd,Certified,AWS Certified,Tools",3-4 Yrs,"Pune, Maharashtra"
Urgent Opening For DevOps Engineer For Privacera India Pune and Mumbai,Privacera,"Devops,CI/Cd,Charts,Terraform,Helm Charts,Kubernetes,Docker,AWS",3-6 Yrs,"Pune, Mumbai (All Areas)"
PPBL_Tech_Devops_Senior Devops Engineer,Paytm,"Linux,Devops,Management,DNS,TCP,Scheduling,Financial services,Splunk",3-8 Yrs,Noida
Cloud Ops/DevOps Engineer,Weir,"Devops,Security,Production support,SQL,Cloudops,SQL Server,Balance,DNS",3-8 Yrs,Bangalore/Bengaluru
"RedHat OCP DevOps Engineers 
",Tata Consultancy Services (TCS),"Openshift,Devops,CI/Cd,Ucd,Continuous Integration,OCP,Jenkins,Cd",3-8 Yrs,"Kolkata, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"
DevOps Engineer,"Far Galaxy Networks, Inh. Sebastian Fohler","Jenkins,Devops,CI/Cd,Linux,Terraform,Continuous Integration,Monitoring tools,Container",2-6 Yrs,Remote
DevOps Engineer - Jenkins / Kubernetes,Squareops,"DevOps,Python,Jenkins,Infrastructure,CI/Cd,Automation,MongoDB,MySQL",3-5 Yrs,Gurgaon/Gurugram
DevOps Manager | DevOps Engineer,4bell Technology,"DevOps,Terraform,Docker,Kubernetes,Continuous Integration,Cloud Management,Cd,Microsoft Azure",6-11 Yrs,Delhi / NCR
DevOps Engineer - .Net/MySQL/Apache Server,Emorphis,"DevOps,AWS,Apache Server,Spring,Postgresql,Struts,SQL Server,Cd",3-5 Yrs,Temp. WFH - Indore
DevOps Engineer - CI/CD Implementation,Jigserv Digital,"DevOps,CI/Cd,Linux,NoSQL,SDLC,Continuous Integration,Design patterns,SQL",3-5 Yrs,"Mumbai, Gurgaon/Gurugram"
Associate DevOps Engineer,BMC Software,"Devops,SAAS,Remedy,WinTEL,Networking,Change management,JIRA,Change",2-5 Yrs,"Mumbai, Nagpur, Thane, Nasik/Nashik, Pune, Aurangabad"
Devops Engineer,S&P Global Market Intelligence,"GIT,Aws Devops,Devops Tools,Ci/Cd,Continuous Integration,Tools,Cd,Devops",5-8 Yrs,Hybrid - Gurgaon/Gurugram
Senior DevOps / SRE Engineer - DevOn Softwares ( Dutch MNC),Devon Software Services,"amazon ec2,ci/cd,AWS,Devops,Reliability engineering,Pipeline,Reliability,Senior",6-11 Yrs,"New Delhi, Delhi(Naraina)"
DevOps Engineer,Jobtrix,"DevOps Engineering,GIT,Cloud,AWS,Cd,Terraform,Node,Kubernetes",2-4 Yrs,Gurgaon/Gurugram
Devops Engineer,VN2 Solutions,"scripting,devops,aws,Cloud,Management,Kubernetes,Configuration management,Configuration",0-5 Yrs,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru"
Sr Devops Engineer,Nayan India Science And Technologies,"Kubernetes,SR,Docker,Devops",5-8 Yrs,Delhi / NCR
Senior DevOps Engineer,Medline,"devops,Senior,Sonarqube,Nexus,Bitbucket,Jenkins,Wiremock",7-12 Yrs,Hybrid - Pune
Devops Engineer,Tata Technologies,"Devops,Cloud,Cd,Devops CI Cd,Cd,Continuous Integration",6-10 Yrs,"Pune, Maharashtra"
"Devops Developer with Univariety, Hyderabad",International Education Gateway,"devops,Kubernet,AWS,PHP,CI/Cd,Development,Linux,GIT",5-8 Yrs,Hyderabad/Secunderabad
Application Consultant: DevOps,IBM,"DevOps,GIT,OpenShift,Python,Kubernetes,Application,JIRA,Github",6-10 Yrs,Bangalore/Bengaluru
Application Consultant: DevOps,IBM,"Azure Service Fabric,DevOps,GIT,OpenShift,Python,Application,Microsoft Azure,JIRA",6-10 Yrs,Bangalore/Bengaluru
Application Consultant: DevOps,IBM,"Automation,DevOps,GIT,Python,Puppet,Analytics,Devsecops,Powershell",6-10 Yrs,Bangalore/Bengaluru
Application Consultant: DevOps,IBM,"Automation,Creative designing,GIT,Python,Creative,Nexus,Sonarqube,Docker Swarm",3-7 Yrs,Bangalore/Bengaluru
Devops Engineer,Prodcon Tech Services,"Devops,Continuous Integration,Shell scripting,Azure Devops,Terraform,AWS Devops,Kubernetes,Scripting",4-9 Yrs,"Pune, Bangalore/Bengaluru"
Devops Engineer,Prodcon Tech Services,"Devops,Scripting,Terraform,Ansible,AWS,AWS Devops,Azure Devops,Continuous Integration",4-9 Yrs,"Pune, Bangalore/Bengaluru"
DevOps Engineer,AVE Promagne,"Kubernetes,Technical,Terraform,Technical writing,Puppet,Continuous Integration,Documentation,Cloud",1-5 Yrs,"Noida, Mumbai, Pune, Chennai, Bangalore/Bengaluru, Assam,  Sikkim,  manipur"
Devops Engineer,2coms,Devops,5-10 Yrs,"Pune, Bangalore North"
Devops Engineer - DB,Visa Inc,"Devops,PLSQL,Performance,Technical,Design,SQL,Troubleshooting,Automation",2-7 Yrs,Bangalore/Bengaluru
Devops Engineer,GSR Business Services,"python,Aws Devops,Kubernates,Azure Devops,docker,Devops,OOPS,Microsoft Azure",3-8 Yrs,"Noida, Pune, Bangalore/Bengaluru"
DevOps Engineer,AVE Promagne,"DevOps,Reliability,Site,Release,Sre,Release management,Site Reliability Engineering,Continuous Integration",4-8 Yrs,Bangalore/Bengaluru
Sr. Cloud Platform Engineer - DevOps,UKG,"Terraform,Docker,Bash Scripting,Ansible,Kubernetes,Cloud Platform,Scripting,Infrastructure",5-8 Yrs,"Noida, Uttar Pradesh"
Devops Engineer,TSI Technologies,"Ci/Cd,Aws Devops,Devops Tools,Kubernates,Azure Devops,Devops,Delivery,Jenkins",5-10 Yrs,"Hybrid - Chennai, Bangalore/Bengaluru"
New Position - Devops Engineer - Python/Bash Scripting,Reali Solutions,"Aws Devops,Bash Scripting,Terraform,Cicd Pipeline,Python,Devops,CI Cd Pipeline,Cd",3-7 Yrs,Remote
Sr. Gitlab Devops Engineer,Global Professional Services,"DevOps,Scripting,Gitlab,GIT,Continuous Integration,Cd,SR,Shell scripting",6-8 Yrs,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Ahmedabad, Delhi / NCR, Bangalore/Bengaluru"
Senior Devops Engineer,Allegis Group,"Terraform,devops,Devops Engineer,aws,Jenkins,Senior,Docker,Java Web Technologies",9-14 Yrs,Remote
Devops Engineer - Middleware/ci/cd,Career Infosystem,"Configuration Management,Continuous Integration,API,Release,Server,Continuous Integration,Web services,SQL",3-8 Yrs,Bangalore/Bengaluru
Lead DevOps Engineer - Docker / Kubernetes,Serving Skill,"DevOps,Continuous Integration,API,Shell scripting,JBoss,Unix,Kubernetes,Liberty",6-9 Yrs,Bangalore/Bengaluru
Lead DevOps Engineer - Docker / Kubernetes,Serving Skill,"DevOps,Perl,Azure Monitoring,Monitoring,GIT,Continuous Integration,Rest,API",6-9 Yrs,Bangalore/Bengaluru
Devops Engineer,Strategic Talent,"Devops Tools,Continuous Integration,Terraform,Github,Tools,Scripting,Cd,Kubernates",4-9 Yrs,Bangalore/Bengaluru
DevOps Engineer,Acme Services,"Linux,Devops,Orchestration,Scripting,Management,GIT,Operating,Configuration",2-7 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"
Regular DevOps Engineer (EOL Remediation),Luxoft,"Directory,Python,Active directory,Eol,LDAP,Remediation,Oracle,Devops",4-9 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"
DevOps Engineer,Orion Innovation,"Financial services,Life sciences,Science,Recruitment,Business transformation,Development,Transformation,Finance",1-4 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"
Linux DevOps Engineer,Adfolks,"Linux,Devops,Database administration,Troubleshooting,Virtualization,DBMS,DNS,TCP",3-6 Yrs,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru"
SAP ABAP Development For HANA DevOps Engineer,Accenture,"S4 HANA architecture,sap fiori,SAP system,ABAP,System,UI,Abap Development,SAP ABAP Development",2-4 Yrs,Hyderabad/Secunderabad
SAP ABAP Development For HANA DevOps Engineer,Accenture,"S4 HANA architecture,CDS,SAP system,SAP fiori,ABAP,Proxy,Architecture,Brf",4-6 Yrs,Hyderabad/Secunderabad
Devops Engineer,SE Mentor,"Microsoft Azure,Devops,Azure Devops,Installshield,Microsoft,Presentation skills,Power Bi,Presentation",3-8 Yrs,Bangalore/Bengaluru
DevOps Engineer | Bangalore | 6-7 yrs |,GSR Business Services,"devops,Docker,Delivery,Continuous Delivery,Python",6-8 Yrs,Bangalore/Bengaluru(Electronic City)
SRE/DevOps Engineer,Vonage Business Communication,"Product management,Javascript,SOA,Customer experience,Coding,Sre,HTTP,Python",3-7 Yrs,Bangalore/Bengaluru
Devops Engineer with python and saltstack,Infor,"RHEL,Operations,System,VMware,Linux,System administration,Saltstack,Virtualization",3-7 Yrs,Bangalore/Bengaluru
DevOps Engineer,TRH Consultancy Services,"Jenkins,Java,Maven,GIT,Sonar,Kubernetes,Artifactory,Docker",5-10 Yrs,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Coimbatore, Bangalore/Bengaluru, Delhi"
